Player,Team,Pos,Injury,Status,Est. Return
Tyreek Johnson,FA,DE,Undisclosed,Questionable,Subscribers Only
Willie Johnson,FA,WR,Undisclosed,Questionable,Subscribers Only
Xavier Johnson,FA,WR,Hand,Questionable,Subscribers Only
Cameron Johnston,BUF,P,Foot,IR,Subscribers Only
Shaun Jolly,FA,CB,Undisclosed,Questionable,Subscribers Only
Aaron Jones,MIN,RB,Hamstring,IR-R,Subscribers Only
Ben Jones,FA,C,Undisclosed,Questionable,Subscribers Only
Brett Jones,FA,C,Biceps,Questionable,Subscribers Only
Buddha Jones,FA,DT,Undisclosed,Questionable,Subscribers Only
Byron Jones,FA,CB,Achilles,Questionable,Subscribers Only
Cam Jones,NYJ,LB,Hip,Questionable,Subscribers Only
Chris Jones,FA,P,Abdomen,Questionable,Subscribers Only
Christian Jones,ARI,OT,Knee,IR-R,Subscribers Only
DaQuan Jones,BUF,DT,Calf,Questionable,Subscribers Only
Dawand Jones,CLE,OT,Knee,IR,Subscribers Only
Devin Jones,FA,CB,Undisclosed,Questionable,Subscribers Only
Emery Jones,BAL,OG,Shoulder - Labrum,NFI-R,Subscribers Only
Emory Jones,ATL,QB,Concussion,IR,Subscribers Only
Jamarco Jones,DET,OT,Achilles,IR,Subscribers Only
Jaylen Jones,FA,S,Undisclosed,Questionable,Subscribers Only
Jaylon Jones,IND,CB,Hamstring,IR,Subscribers Only
Jayson Jones,FA,DT,Undisclosed,Out,Subscribers Only
Joe Jones,FA,LB,Finger,Questionable,Subscribers Only
Josh Jones,FA,S,Hamstring,Questionable,Subscribers Only
Justin Jones,ARI,DT,Knee,IR,Subscribers Only
Keandre Jones,FA,LB,Undisclosed,Questionable,Subscribers Only
Patrick Jones,CAR,LB,Back,IR,Subscribers Only
Rob Jones,DAL,OG,Neck,IR,Subscribers Only
Xavier Jones,FA,RB,Achilles,Questionable,Subscribers Only
Brevin Jordan,HOU,TE,Knee,IR,Subscribers Only
Kerby Joseph,DET,S,Knee,Questionable,Subscribers Only
Lamarcus Joyner,FA,S,Hip,Questionable,Subscribers Only
Gregory Junior,FA,CB,Hamstring,Questionable,Subscribers Only
Cam Jurgens,PHI,C,Knee,Questionable,Subscribers Only
Calijah Kancey,TB,DT,Pectoral,IR,Subscribers Only
Trevor Keegan,DAL,OG,Neck,IR,Subscribers Only
Dalton Keene,FA,TE,Leg,Questionable,Subscribers Only
Ryan Kelly,MIN,C,Concussion,IR,Subscribers Only
Silas Kelly,FA,LB,Undisclosed,Questionable,Subscribers Only
Anthony Kendall,CLE,CB,Undisclosed,IR,Subscribers Only
Donte Kent,PIT,CB,Foot,IR,Subscribers Only
Arden Key,TEN,LB,Quadriceps,Questionable,Subscribers Only
Lawrence Keys,FA,WR,Leg,Questionable,Subscribers Only
Ko Kieft,TB,TE,Leg,IR,Subscribers Only
Miles Killebrew,PIT,S,Knee,IR,Subscribers Only
Dalton Kincaid,BUF,TE,Oblique,Questionable,Subscribers Only
Kamren Kinchens,LAR,S,Toe,Questionable,Subscribers Only
Brandon King,FA,LB,Hamstring,Questionable,Subscribers Only
Kevin King,FA,CB,Undisclosed,Questionable,Subscribers Only
Christian Kirk,HOU,WR,Hamstring,Questionable,Subscribers Only
Dre Kirkpatrick,FA,CB,Ankle,Questionable,Subscribers Only
Cole Kmet,CHI,TE,Back,Questionable,Subscribers Only
Marshawn Kneeland,DAL,DE,Ankle,Questionable,Subscribers Only
Trey Knox,FA,TE,Undisclosed,Questionable,Subscribers Only
Kader Kohou,MIA,CB,Knee - ACL,IR,Subscribers Only
Bilhal Kone,BAL,CB,Knee,IR,Subscribers Only
Doug Kramer,FA,C,Foot,Questionable,Subscribers Only
Lucas Krull,DEN,TE,Foot,IR,Subscribers Only
Jake Kumerow,FA,WR,Back,Questionable,Subscribers Only
Jordan Kunaszyk,FA,LB,Undisclosed,Questionable,Subscribers Only
William Kwenkeu,FA,LB,Undisclosed,Questionable,Subscribers Only
Bruno Labelle,FA,TE,Undisclosed,Questionable,Subscribers Only
Chris Lacy,FA,WR,Undisclosed,Questionable,Subscribers Only
Dayan Lake,FA,CB,Undisclosed,Questionable,Subscribers Only
Forrest Lamp,FA,OG,Undisclosed,Questionable,Subscribers Only
Brock Lampe,NE,RB,Undisclosed,IR,Subscribers Only
Willie Lampkin,PHI,C,Leg,IR,Subscribers Only
Matt Landers,FA,WR,Undisclosed,Questionable,Subscribers Only
Lan Larison,NE,RB,Foot,IR,Subscribers Only
Ted Larsen,FA,OG,Knee,Questionable,Subscribers Only
Tyler Larsen,FA,C,Knee,Questionable,Subscribers Only
Scott Lashley,FA,OT,Undisclosed,Questionable,Subscribers Only
Dallin Leavitt,FA,S,Undisclosed,Questionable,Subscribers Only
Cre'von LeBlanc,FA,CB,Undisclosed,Questionable,Subscribers Only
Jonathan Ledbetter,FA,DT,Knee,Questionable,Subscribers Only
Darron Lee,FA,LB,Undisclosed,Questionable,Subscribers Only
Shane Lemieux,FA,C,Undisclosed,Out,Subscribers Only
Montana Lemonious-Craig,FA,WR,Lower Body,Questionable,Subscribers Only
Deane Leonard,LAC,CB,Leg,IR-R,Subscribers Only
Will Levis,TEN,QB,Shoulder,IR,Subscribers Only
Jason Lewan,FA,DE,Back,Questionable,Subscribers Only
Taylor Lewan,FA,OT,Knee - ACL,Questionable,Subscribers Only
Damien Lewis,CAR,OG,Shoulder,Questionable,Subscribers Only
Donnie Lewis,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommylee Lewis,FA,WR,Hip,Questionable,Subscribers Only
Tyquan Lewis,IND,DE,Groin,Questionable,Subscribers Only
Greg Little,FA,OT,Back,Questionable,Subscribers Only
Devin Lloyd,JAX,LB,Calf,Questionable,Subscribers Only
MarShawn Lloyd,GB,RB,Hamstring,IR-R,Subscribers Only
Justin Lockhart,FA,WR,Undisclosed,Questionable,Subscribers Only
Greg Long,FA,OT,Undisclosed,Questionable,Subscribers Only
Robert Longerbeam,BAL,CB,Knee,IR,Subscribers Only
Isaiahh Loudermilk,PIT,DE,Ankle,IR,Subscribers Only
Bryce Love,FA,RB,Knee,Questionable,Subscribers Only
Julian Love,SEA,S,Hamstring,Questionable,Subscribers Only
John Lovett,FA,FB,Undisclosed,Questionable,Subscribers Only
Dean Lowry,PIT,DE,Knee,IR,Subscribers Only
Corey Luciano,FA,C,Undisclosed,Questionable,Subscribers Only
Tyler Mabry,FA,TE,Undisclosed,Questionable,Subscribers Only
Alize Mack,FA,TE,Undisclosed,Questionable,Subscribers Only
Ledarius Mack,FA,LB,Undisclosed,Questionable,Subscribers Only
Marlon Mack,FA,RB,Achilles,Questionable,Subscribers Only
Avonte Maddox,DET,CB,Hamstring,Questionable,Subscribers Only
Cole Madison,FA,OG,Knee - ACL,Questionable,Subscribers Only
Nnamdi Madubuike,BAL,DT,Neck,IR,Subscribers Only
Phil Mafah,DAL,RB,Shoulder,IR,Subscribers Only
Jason Maitre,MIA,CB,Undisclosed,IR,Subscribers Only
Giovanni Manu,DET,OT,Knee,IR,Subscribers Only
Cassius Marsh,FA,LB,Knee,Questionable,Subscribers Only
Jason Marshall,MIA,CB,Hamstring,IR,Subscribers Only
Kamal Martin,FA,LB,Undisclosed,Questionable,Subscribers Only
Koda Martin,FA,OG,Undisclosed,Questionable,Subscribers Only
Marcus Martin,FA,C,Undisclosed,Questionable,Subscribers Only
Ben Mason,FA,TE,Undisclosed,Questionable,Subscribers Only
Tyrann Mathieu,NO,S,Undisclosed,Reserve-Ret,Subscribers Only
Damarri Mathis,CAR,CB,Knee - ACL,IR,Subscribers Only
Christian Matthew,FA,CB,Groin,Questionable,Subscribers Only
Alexander Mattison,MIA,RB,Neck,IR,Subscribers Only
Cody Mauch,TB,OG,Knee,IR,Subscribers Only
Marcus Maye,FA,S,Ankle,Questionable,Subscribers Only
J.J. McCarthy,MIN,QB,Ankle,Questionable,Subscribers Only
Erik McCoy,NO,C,Biceps,IR,Subscribers Only
Nate McCrary,FA,RB,Undisclosed,Questionable,Subscribers Only
Marcelino McCrary-Ball,NYJ,LB,Hamstring,IR,Subscribers Only
Justin McCray,FA,OG,Calf,Questionable,Subscribers Only
Cameron McCutcheon,FA,CB,Undisclosed,Questionable,Subscribers Only
Cade McDonald,FA,WR,Head,Questionable,Subscribers Only
Codey McElroy,FA,TE,Foot,Questionable,Subscribers Only
Micah McFadden,NYG,LB,Foot,IR,Subscribers Only
Kaleb McGary,ATL,OT,Leg,IR,Subscribers Only
Kenny McIntosh,SEA,RB,Knee - ACL,IR,Subscribers Only
Anthony McKinney,FA,OT,Undisclosed,Questionable,Subscribers Only
J.D. McKissic,FA,RB,Neck,Questionable,Subscribers Only
Tanner McLachlan,FA,TE,Undisclosed,Questionable,Subscribers Only
Terry McLaurin,WAS,WR,Quadriceps,Questionable,Subscribers Only
Jalen McLeod,JAX,LB,Lower Body,IR-R,Subscribers Only
Sherrick McManis,FA,S,Hamstring,Questionable,Subscribers Only
Brandon McManus,GB,K,Quadriceps,Questionable,Subscribers Only
Jalen McMillan,TB,WR,Neck,IR-R,Subscribers Only
Zech McPhearson,FA,CB,Undisclosed,Questionable,Subscribers Only
Tony McRae,FA,CB,Knee,Questionable,Subscribers Only
Nate Meadors,FA,S,Undisclosed,Questionable,Subscribers Only
Montrel Meander,FA,LB,Achilles,Questionable,Subscribers Only
Bub Means,NO,WR,Lower Leg,IR,Subscribers Only
Steven Means,FA,LB,Achilles,Questionable,Subscribers Only
Obi Melifonwu,FA,S,Undisclosed,Questionable,Subscribers Only
Nicolas Melsop,FA,OG,Undisclosed,Questionable,Subscribers Only
Forrest Merrill,FA,DT,Undisclosed,Questionable,Subscribers Only
Ellis Merriweather,FA,RB,Undisclosed,Out,Subscribers Only
Andrew Meyer,MIA,C,Undisclosed,IR-R,Subscribers Only
Jakobi Meyers,LV,WR,Knee,Questionable,Subscribers Only
Matt Milano,BUF,LB,Pectoral,Questionable,Subscribers Only
Kendre Miller,NO,RB,Knee - ACL,IR,Subscribers Only
Kolton Miller,LV,OT,Ankle,IR,Subscribers Only
Rylie Mills,SEA,DT,Knee - ACL,NFI-R,Subscribers Only
Osirus Mitchell,FA,WR,Quadriceps,Questionable,Subscribers Only
Joe Mixon,HOU,RB,Foot,NFI-R,Subscribers Only
Taquan Mizzell,FA,WR,Undisclosed,Questionable,Subscribers Only
Elijah Molden,LAC,S,Thumb,Questionable,Subscribers Only
Donte Moncrief,FA,WR,Undisclosed,Questionable,Subscribers Only
Henry Mondeaux,FA,DE,Undisclosed,Questionable,Subscribers Only
Bryan Mone,FA,DT,Knee - ACL,Questionable,Subscribers Only
Jarius Monroe,FA,S,Undisclosed,Questionable,Subscribers Only
D.J. Montgomery,IND,WR,Undisclosed,IR,Subscribers Only
David Moore,CAR,WR,Elbow,IR,Subscribers Only
J'Mon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Jaylon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Rondale Moore,MIN,WR,Knee,IR,Subscribers Only
T.J. Moore,NYG,CB,Upper Leg,IR,Subscribers Only
Jimmy Moreland,FA,CB,Suspension,Out,Subscribers Only
Quintin Morris,JAX,TE,Groin,Questionable,Subscribers Only
Emmanuel Moseley,FA,CB,Illness,Questionable,Subscribers Only
C.J. Mosley,FA,LB,Neck,Questionable,Subscribers Only
Jordan Mosley,FA,S,Undisclosed,Questionable,Subscribers Only
Zack Moss,FA,RB,Neck,Questionable,Subscribers Only
T.D. Moultry,FA,LB,Undisclosed,Questionable,Subscribers Only
Moose Muhammad,FA,WR,Undisclosed,Questionable,Subscribers Only
Kalel Mullings,TEN,RB,Ankle,IR,Subscribers Only
Gabriel Murphy,FA,LB,Knee,Questionable,Subscribers Only
Kyle Murphy,FA,OG,Ankle,Questionable,Subscribers Only
Sean Murphy-Bunting,ARI,CB,Knee,NFI-R,Subscribers Only
Chris Murray,FA,C,Undisclosed,Questionable,Subscribers Only
Eric Murray,JAX,S,Neck,Questionable,Subscribers Only
Jordan Murray,FA,TE,Groin,Questionable,Subscribers Only
Kyler Murray,ARI,QB,Foot,Questionable,Subscribers Only
Alexander Musch Williams,FA,DT,Undisclosed,Questionable,Subscribers Only
Malik Nabers,NYG,WR,Knee - ACL,IR,Subscribers Only
Puka Nacua,LAR,WR,Ankle,Questionable,Subscribers Only
Hamsah Nasirildeen,FA,LB,Neck,Questionable,Subscribers Only
Isaac Nauta,FA,TE,Undisclosed,Questionable,Subscribers Only
Sharrod Neasman,FA,S,Undisclosed,Questionable,Subscribers Only
Matt Nelson,MIN,OT,Undisclosed,IR,Subscribers Only
Nick Nelson,FA,CB,Undisclosed,Questionable,Subscribers Only
Lucas Niang,WAS,OT,Knee - ACL,IR,Subscribers Only
Hardy Nickerson,FA,LB,Concussion,Questionable,Subscribers Only
David Njoku,CLE,TE,Knee,Questionable,Subscribers Only
Elijah Nkansah,FA,OT,Undisclosed,Questionable,Subscribers Only
Desmond Noel,FA,OG,Undisclosed,Questionable,Subscribers Only
Walter Nolen,ARI,DT,Calf,PUP-R,Subscribers Only
Quinn Nordin,FA,K,Undisclosed,Questionable,Subscribers Only
Omarr Norman-Lott,KC,DT,Knee - ACL,IR,Subscribers Only
Jared Norris,FA,LB,Shoulder,Questionable,Subscribers Only
Morice Norris,FA,S,Concussion,Questionable,Subscribers Only
Storm Norton,ATL,OT,Ankle,IR-R,Subscribers Only
Kene Nwangwu,NYJ,RB,Concussion,Questionable,Subscribers Only
Aidan O'Connell,LV,QB,Wrist,IR,Subscribers Only
Nick O'Leary,FA,TE,Chest,Questionable,Subscribers Only
Leon O'Neal,FA,S,Undisclosed,Questionable,Subscribers Only
Brian O'Neill,MIN,OT,Knee,Questionable,Subscribers Only
Ifeadi Odenigbo,FA,DE,Undisclosed,Questionable,Subscribers Only
Chris Odom,FA,DE,Knee - ACL,Questionable,Subscribers Only
Amen Ogbongbemiga,CHI,LB,Knee,IR-R,Subscribers Only
Otito Ogbonnia,LAC,DT,Elbow,IR,Subscribers Only
Moro Ojomo,PHI,DT,Head,Questionable,Subscribers Only
Azeez Ojulari,PHI,LB,Hamstring,Questionable,Subscribers Only
BJ Ojulari,ARI,DE,Knee - ACL,PUP-R,Subscribers Only
Ogbo Okoronkwo,PHI,LB,Triceps,IR,Subscribers Only
Oluwafemi Oladejo,TEN,LB,Leg,IR,Subscribers Only
Jordan Oladokun,LAC,CB,Undisclosed,IR,Subscribers Only
Bryce Oliver,TEN,WR,Knee,Questionable,Subscribers Only
Collin Oliver,GB,DE,Hamstring,PUP-R,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Levi Onwuzurike,DET,DT,Knee - ACL,PUP-R,Subscribers Only
Anfernee Orji,TEN,LB,Knee - ACL,IR,Subscribers Only
Justin Osborne,CLE,C,Undisclosed,IR,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
Robbie Ouzts,SEA,FB,Ankle,IR,Subscribers Only
DeMarvion Overshown,DAL,LB,Knee - ACL + MCL,PUP-R,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
Wande Owens,BUF,S,Undisclosed,IR,Subscribers Only
Jeremiah Owusu-Koramoah,CLE,LB,Neck,PUP-R,Subscribers Only
Joshua Palmer,BUF,WR,Ankle,Questionable,Subscribers Only
Trey Palmer,NO,WR,Ankle,IR,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
Donald Parham,PIT,TE,Achilles,IR,Subscribers Only
Roman Parodie,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Paschal,DET,DE,Undisclosed,NFI-R,Subscribers Only
Tim Patrick,JAX,WR,Groin,Questionable,Subscribers Only
Rico Payton,NYG,CB,Undisclosed,IR,Subscribers Only
Ricky Pearsall,SF,WR,Knee - PCL,Questionable,Subscribers Only
Matt Peart,DEN,OG,Knee,IR,Subscribers Only
Josh Pederson,FA,TE,Ankle,Questionable,Subscribers Only
Michael Penix,ATL,QB,Lower Leg,Questionable,Subscribers Only
David Perales,FA,LB,Knee - MCL,Questionable,Subscribers Only
Jordan Perryman,FA,CB,Undisclosed,Questionable,Subscribers Only
Tautala Pesefea,FA,DT,Undisclosed,Questionable,Subscribers Only
Jordan Petaia,FA,TE,Undisclosed,Questionable,Subscribers Only
Shaun Peterson,FA,LB,Undisclosed,Questionable,Subscribers Only
Clark Phillips,ATL,CB,Triceps,IR,Subscribers Only
Jacob Phillips,IND,LB,Biceps,IR,Subscribers Only
Nathan Pickering,FA,DT,Undisclosed,Questionable,Subscribers Only
Joshua Pickett,FA,CB,Hand,Questionable,Subscribers Only
Michael Pierce,BAL,DT,Undisclosed,Reserve-Ret,Subscribers Only
Kevin Pierre-Louis,FA,LB,Groin,Questionable,Subscribers Only
Jared Pinkney,FA,TE,Undisclosed,Questionable,Subscribers Only
Trey Pipkins,LAC,OT,Knee,Questionable,Subscribers Only
Thyrick Pitts,FA,WR,Undisclosed,Questionable,Subscribers Only
Mason Pline,NO,TE,Upper Body,IR,Subscribers Only
John Rhys Plumlee,FA,WR,Undisclosed,Questionable,Subscribers Only
Isaiah Pola-Mao,LV,S,Ankle,Questionable,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Ja'Lynn Polk,NO,WR,Shoulder,IR,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Ben Powers,DEN,OG,Biceps,IR,Subscribers Only
Kaden Prather,FA,WR,Undisclosed,Questionable,Subscribers Only
Michael Pratt,FA,QB,Back,Questionable,Subscribers Only
Deneric Prince,NE,RB,Undisclosed,IR,Subscribers Only
Isaiah Prince,FA,OT,Knee,Questionable,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Brock Purdy,SF,QB,Toe,Questionable,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Kevin Rader,FA,TE,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
Reggie Ragland,FA,LB,Shoulder,Questionable,Subscribers Only
Frank Ragnow,DET,C,Undisclosed,Reserve-Ret,Subscribers Only
Ennis Rakestraw,DET,CB,Shoulder,IR,Subscribers Only
Charleston Rambo,FA,WR,Undisclosed,Questionable,Subscribers Only
Ryan Ramczyk,NO,OT,Undisclosed,Reserve-Ret,Subscribers Only
Keith Randolph,FA,DT,Undisclosed,Questionable,Subscribers Only
Caleb Ransaw,JAX,S,Lower Body,IR,Subscribers Only
Wyatt Ray,FA,LB,Undisclosed,Questionable,Subscribers Only
Haason Reddick,TB,LB,Knee,Questionable,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
D.J. Reed,DET,CB,Hamstring,IR,Subscribers Only
Jayden Reed,GB,WR,Collarbone,IR,Subscribers Only
Joe Reed,FA,WR,Undisclosed,Questionable,Subscribers Only
Louis Rees-Zammit,FA,WR,Lower Back,Questionable,Subscribers Only
Trevor Reid,FA,OT,Undisclosed,Questionable,Subscribers Only
Winston Reid,CLE,LB,Back,IR-R,Subscribers Only
Riley Reiff,FA,OG,Knee,Questionable,Subscribers Only
Tip Reiman,ARI,TE,Ankle,IR,Subscribers Only
Shavon Revel,DAL,CB,Knee - ACL,NFI-R,Subscribers Only
Craig Reynolds,DET,RB,Hamstring,Questionable,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Patrick Ricard,BAL,FB,Calf,Questionable,Subscribers Only
Anthony Richardson,IND,QB,Orbital,IR,Subscribers Only
Hassan Ridgeway,FA,DT,Achilles,Questionable,Subscribers Only
John Ridgeway,NO,DT,Shoulder,IR-R,Subscribers Only
Calvin Ridley,TEN,WR,Hamstring,Questionable,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Marcus Riley,FA,WR,Undisclosed,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
J.J. Roberts,TB,S,Knee,IR,Subscribers Only
Kye Robichaux,DET,RB,Undisclosed,IR,Subscribers Only
Aaron Robinson,FA,CB,Knee - ACL + MCL,Questionable,Subscribers Only
Jakob Robinson,SF,CB,Forearm,IR,Subscribers Only
Janarius Robinson,KC,DE,Foot,IR,Subscribers Only
Keilan Robinson,FA,RB,Undisclosed,Out,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Tavius Robinson,BAL,LB,Foot,Out,Subscribers Only
Tayvion Robinson,FA,WR,Undisclosed,Questionable,Subscribers Only
Quincy Roche,FA,LB,Undisclosed,Questionable,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Richard Rodgers,FA,TE,Knee,Questionable,Subscribers Only
Malcolm Rodriguez,DET,LB,Knee - ACL,PUP-R,Subscribers Only
Armani Rogers,FA,TE,Achilles,Questionable,Subscribers Only
Eric Rogers,LAC,CB,Undisclosed,IR,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
John Ross,FA,WR,Undisclosed,Questionable,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Kurtis Rourke,SF,QB,Knee,NFI-R,Subscribers Only
Jaquelin Roy,NE,DT,Undisclosed,IR,Subscribers Only
Wayne Ruby,FA,WR,Undisclosed,Questionable,Subscribers Only
Trey Rucker,FA,S,Undisclosed,Questionable,Subscribers Only
J.J. Russell,ARI,LB,Concussion,IR,Subscribers Only
Nick Saldiveri,NO,OG,Knee,IR,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Asante Samuel,FA,CB,Neck,Questionable,Subscribers Only
Curtis Samuel,BUF,WR,Neck,Questionable,Subscribers Only
Deebo Samuel,WAS,WR,Heel,Questionable,Subscribers Only
Drew Sanders,DEN,LB,Foot,IR-R,Subscribers Only
Jason Sanders,MIA,K,Hip,IR-R,Subscribers Only
Miles Sanders,DAL,RB,Knee,IR,Subscribers Only
T.J. Sanders,BUF,DT,Knee,IR,Subscribers Only
Cairo Santos,CHI,K,Thigh,Questionable,Subscribers Only
DJ Scaife,FA,OT,Leg,Questionable,Subscribers Only
Max Scharping,PIT,OG,Knee,IR,Subscribers Only
Sam Schlueter,FA,OT,Illness,Questionable,Subscribers Only
John Michael Schmitz,NYG,C,Concussion,Questionable,Subscribers Only
Anthony Schwartz,FA,WR,Knee,Questionable,Subscribers Only
Wes Schweitzer,NE,C,Undisclosed,Reserve-Ret,Subscribers Only
Daniel Scott,IND,S,Knee,IR,Subscribers Only
Eric Scott,KC,CB,Undisclosed,IR,Subscribers Only
Zavier Scott,MIN,RB,Wrist,Questionable,Subscribers Only
Ricky Seals-Jones,FA,TE,Foot,Questionable,Subscribers Only
Austin Seibert,FA,K,Groin,Questionable,Subscribers Only
Valentin Senn,ARI,OT,Undisclosed,IR,Subscribers Only
Noah Sewell,CHI,LB,Concussion,Questionable,Subscribers Only
Kevon Seymour,FA,CB,Undisclosed,Questionable,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Tajae Sharpe,FA,WR,Undisclosed,Questionable,Subscribers Only
Tyler Shelvin,FA,DT,Undisclosed,Questionable,Subscribers Only
Darrius Shepherd,FA,WR,Undisclosed,Questionable,Subscribers Only
Dakoda Shepley,FA,OG,Ankle,Questionable,Subscribers Only
Spencer Shrader,IND,K,Knee - ACL + MCL,IR,Subscribers Only
Jeffery Simmons,TEN,DT,Hamstring,Questionable,Subscribers Only
Josh Simmons,KC,OT,Personal,Questionable,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Questionable,Subscribers Only
Marcus Simms,FA,WR,Undisclosed,Questionable,Subscribers Only
Cam Sims,FA,WR,Undisclosed,Questionable,Subscribers Only
Steven Sims,FA,WR,Hamstring,Questionable,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Jacob Slade,PIT,DT,Undisclosed,IR,Subscribers Only
Rashawn Slater,LAC,OT,Kneecap,IR,Subscribers Only
Darius Slayton,NYG,WR,Hamstring,Questionable,Subscribers Only
Jabari Small,FA,RB,Undisclosed,Questionable,Subscribers Only
Ryan Smenda,FA,LB,Undisclosed,Questionable,Subscribers Only
Cam Smith,FA,CB,Undisclosed,Questionable,Subscribers Only
Elerson Smith,CLE,DE,Undisclosed,Reserve-Ret,Subscribers Only
Irv Smith,FA,TE,Ankle,Questionable,Subscribers Only
Jaden Smith,TB,WR,Undisclosed,IR,Subscribers Only
Jaylin Smith,HOU,CB,Hamstring,IR,Subscribers Only
Jeff Smith,FA,WR,Undisclosed,Questionable,Subscribers Only
Keith Smith,FA,FB,Ankle,Questionable,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Nolan Smith,PHI,LB,Triceps,IR,Subscribers Only
Roquan Smith,BAL,LB,Hamstring,Questionable,Subscribers Only
Shi Smith,FA,WR,Suspension,Reserve-Sus,Subscribers Only
Terell Smith,CHI,CB,Knee,IR,Subscribers Only
Trey Smith,KC,OG,Back,Questionable,Subscribers Only
Tyler Smith,FA,OT,Undisclosed,Questionable,Subscribers Only
Za'Darius Smith,PHI,DE,Undisclosed,Reserve-Ret,Subscribers Only
James Smith-Williams,FA,LB,Lower Leg,Questionable,Subscribers Only
L'Jarius Sneed,TEN,CB,Quadriceps,Questionable,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Colby Sorsdal,DET,OT,Leg,IR,Subscribers Only
Ameer Speed,FA,CB,Undisclosed,Questionable,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
DeAndre Square,FA,LB,Undisclosed,Questionable,Subscribers Only
Equanimeous St. Brown,FA,WR,Foot,Questionable,Subscribers Only
Taylor Stallworth,FA,DT,Undisclosed,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Ronnie Stanley,BAL,OT,Ankle,Questionable,Subscribers Only
Rory Starkey,FA,WR,Calf,Questionable,Subscribers Only
Wesley Steiner,FA,FB,Undisclosed,Questionable,Subscribers Only
John Stephens,DAL,TE,Undisclosed,IR,Subscribers Only
Markese Stepp,FA,RB,Undisclosed,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Tyrique Stevenson,CHI,CB,Shoulder,Questionable,Subscribers Only
Qwan'tez Stiggers,NYJ,CB,Hip,Questionable,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Upton Stout,SF,CB,Ankle,Questionable,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Cade Stover,HOU,TE,Foot,IR,Subscribers Only
Brenton Strange,JAX,TE,Quadriceps,IR,Subscribers Only
Greg Stroman,FA,CB,Shin,Questionable,Subscribers Only
Dorian Strong,BUF,CB,Neck,IR,Subscribers Only
Stephen Sullivan,FA,TE,Knee,Out,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Sage Surratt,FA,TE,Ankle,Questionable,Subscribers Only
Keaton Sutherland,FA,OG,Undisclosed,Questionable,Subscribers Only
Geoff Swaim,FA,TE,Concussion,Questionable,Subscribers Only
Freddie Swain,FA,WR,Undisclosed,Questionable,Subscribers Only
Jordan Swann,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommy Sweeney,FA,TE,Undisclosed,Out,Subscribers Only
Ryan Swoboda,FA,OT,Undisclosed,Questionable,Subscribers Only
