Player,Team,Pos,Injury,Status,Est. Return
Braxton Jones,CHI,OT,Knee,IR,Subscribers Only
Brett Jones,FA,C,Biceps,Questionable,Subscribers Only
Broderick Jones,PIT,OT,Neck,IR,Subscribers Only
Buddha Jones,FA,DT,Undisclosed,Questionable,Subscribers Only
Byron Jones,FA,CB,Achilles,Questionable,Subscribers Only
Cam Jones,NYJ,LB,Hip,IR-R,Subscribers Only
Chris Jones,FA,P,Abdomen,Questionable,Subscribers Only
Christian Jones,ARI,OT,Knee,IR-R,Subscribers Only
D.J. Jones,DEN,DT,Ankle,Questionable,Subscribers Only
Daniel Jones,IND,QB,Achilles,IR,Subscribers Only
Dawand Jones,CLE,OT,Knee,IR,Subscribers Only
Devin Jones,FA,CB,Undisclosed,Questionable,Subscribers Only
Dom Jones,CLE,CB,Knee,IR,Subscribers Only
Emory Jones,ATL,QB,Concussion,IR,Subscribers Only
Jamarco Jones,DET,OT,Achilles,IR,Subscribers Only
Jaylen Jones,FA,S,Undisclosed,Questionable,Subscribers Only
Jayson Jones,FA,DT,Undisclosed,Out,Subscribers Only
Joe Jones,FA,LB,Finger,Questionable,Subscribers Only
Josh Jones,FA,S,Hamstring,Questionable,Subscribers Only
Justin Jones,ARI,DT,Knee,IR,Subscribers Only
Keandre Jones,FA,LB,Undisclosed,Questionable,Subscribers Only
Patrick Jones,CAR,LB,Back,IR,Subscribers Only
Rob Jones,DAL,OG,Neck,IR,Subscribers Only
Xavier Jones,FA,RB,Achilles,Questionable,Subscribers Only
Zay Jones,ARI,WR,Achilles,IR,Subscribers Only
Brevin Jordan,HOU,TE,Knee,IR,Subscribers Only
Kerby Joseph,DET,S,Knee,Questionable,Subscribers Only
Lamarcus Joyner,FA,S,Hip,Questionable,Subscribers Only
PJ Jules,CIN,S,Ankle,Questionable,Subscribers Only
Gregory Junior,FA,CB,Hamstring,Questionable,Subscribers Only
Kyle Juszczyk,SF,FB,Ribs,Questionable,Subscribers Only
Nikola Kalinic,FA,TE,Undisclosed,Questionable,Subscribers Only
Alvin Kamara,NO,RB,Knee - MCL,Questionable,Subscribers Only
Calijah Kancey,TB,DT,Pectoral,IR,Subscribers Only
Trevor Keegan,DAL,OG,Neck,IR,Subscribers Only
Kyu Blu Kelly,LV,CB,Knee,IR,Subscribers Only
Silas Kelly,FA,LB,Undisclosed,Questionable,Subscribers Only
Anthony Kendall,CLE,CB,Undisclosed,IR,Subscribers Only
Donte Kent,PIT,CB,Ankle,IR,Subscribers Only
Lawrence Keys,FA,WR,Leg,Questionable,Subscribers Only
Ko Kieft,TB,TE,Leg,IR,Subscribers Only
Miles Killebrew,PIT,S,Knee,IR,Subscribers Only
Brandon King,FA,LB,Hamstring,Questionable,Subscribers Only
Kevin King,FA,CB,Undisclosed,Questionable,Subscribers Only
Jaxson Kirkland,FA,OG,Undisclosed,Out,Subscribers Only
Dre Kirkpatrick,FA,CB,Ankle,Questionable,Subscribers Only
Trey Knox,FA,TE,Undisclosed,Questionable,Subscribers Only
Kader Kohou,MIA,CB,Knee - ACL,IR,Subscribers Only
Bilhal Kone,BAL,CB,Knee,IR,Subscribers Only
Tucker Kraft,GB,TE,Knee - ACL,IR,Subscribers Only
Lucas Krull,DEN,TE,Foot,IR,Subscribers Only
Jake Kumerow,FA,WR,Back,Questionable,Subscribers Only
Jordan Kunaszyk,FA,LB,Undisclosed,Questionable,Subscribers Only
Bruno Labelle,FA,TE,Undisclosed,Questionable,Subscribers Only
Chris Lacy,FA,WR,Undisclosed,Questionable,Subscribers Only
Dayan Lake,FA,CB,Undisclosed,Questionable,Subscribers Only
Quentin Lake,LAR,S,Elbow,IR,Subscribers Only
CeeDee Lamb,DAL,WR,Concussion,Questionable,Subscribers Only
Chris Lammons,IND,CB,Foot,IR,Subscribers Only
Forrest Lamp,FA,OG,Undisclosed,Questionable,Subscribers Only
Brock Lampe,NE,RB,Undisclosed,IR,Subscribers Only
Willie Lampkin,PHI,C,Knee,IR,Subscribers Only
Sam LaPorta,DET,TE,Back,IR,Subscribers Only
Lan Larison,NE,RB,Foot,IR,Subscribers Only
Ted Larsen,FA,OG,Knee,Questionable,Subscribers Only
Tyler Larsen,FA,C,Knee,Questionable,Subscribers Only
Scott Lashley,FA,OT,Undisclosed,Questionable,Subscribers Only
Marshon Lattimore,WAS,CB,Knee - ACL,IR,Subscribers Only
Dallin Leavitt,FA,S,Undisclosed,Questionable,Subscribers Only
Cre'von LeBlanc,FA,CB,Undisclosed,Questionable,Subscribers Only
Jonathan Ledbetter,FA,DT,Knee,Questionable,Subscribers Only
Darron Lee,FA,LB,Undisclosed,Questionable,Subscribers Only
Matt Lee,CIN,C,Knee,IR,Subscribers Only
Shane Lemieux,FA,C,Undisclosed,Out,Subscribers Only
Montana Lemonious-Craig,FA,WR,Lower Body,Questionable,Subscribers Only
Riley Leonard,IND,QB,Knee - PCL,Questionable,Subscribers Only
Will Levis,TEN,QB,Shoulder,IR,Subscribers Only
Jason Lewan,FA,DE,Back,Questionable,Subscribers Only
Donnie Lewis,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommylee Lewis,FA,WR,Hip,Questionable,Subscribers Only
Tyquan Lewis,IND,DE,Ankle,Questionable,Subscribers Only
Chris Lindstrom,ATL,OG,Foot,Questionable,Subscribers Only
Greg Little,FA,OT,Back,Questionable,Subscribers Only
Walker Little,JAX,OT,Concussion,Questionable,Subscribers Only
MarShawn Lloyd,GB,RB,Calf,IR-R,Subscribers Only
Justin Lockhart,FA,WR,Undisclosed,Questionable,Subscribers Only
Drake London,ATL,WR,Knee - PCL,Questionable,Subscribers Only
Greg Long,FA,OT,Undisclosed,Questionable,Subscribers Only
Robert Longerbeam,BAL,CB,Knee,IR,Subscribers Only
Isaiahh Loudermilk,PIT,DE,Ankle,IR,Subscribers Only
Rick Lovato,LAC,C,Undisclosed,Reserve-Ret,Subscribers Only
John Lovett,FA,FB,Undisclosed,Questionable,Subscribers Only
Dean Lowry,PIT,DE,Knee,IR,Subscribers Only
Corey Luciano,FA,C,Undisclosed,Questionable,Subscribers Only
Tyler Mabry,FA,TE,Undisclosed,Questionable,Subscribers Only
Alize Mack,FA,TE,Undisclosed,Questionable,Subscribers Only
Ledarius Mack,FA,LB,Undisclosed,Questionable,Subscribers Only
Cole Madison,FA,OG,Knee - ACL,Questionable,Subscribers Only
Nnamdi Madubuike,BAL,DT,Neck,IR,Subscribers Only
Phil Mafah,DAL,RB,Shoulder,IR,Subscribers Only
Christian Mahogany,DET,OG,Leg,IR,Subscribers Only
Jason Maitre,MIA,CB,Undisclosed,IR,Subscribers Only
DeAngelo Malone,ATL,LB,Ankle,IR,Subscribers Only
Giovanni Manu,DET,OT,Knee,IR,Subscribers Only
Cassius Marsh,FA,LB,Knee,Questionable,Subscribers Only
Chandler Martin,FA,LB,Knee - ACL,Out,Subscribers Only
Kamal Martin,FA,LB,Undisclosed,Questionable,Subscribers Only
Koda Martin,FA,OG,Undisclosed,Questionable,Subscribers Only
Marcus Martin,FA,C,Undisclosed,Questionable,Subscribers Only
Nick Martin,SF,LB,Concussion,Questionable,Subscribers Only
Ben Mason,FA,TE,Undisclosed,Questionable,Subscribers Only
Tyrann Mathieu,NO,S,Undisclosed,Reserve-Ret,Subscribers Only
Damarri Mathis,CAR,CB,Knee - ACL,IR,Subscribers Only
Christian Matthew,FA,CB,Groin,Questionable,Subscribers Only
Alexander Mattison,MIA,RB,Neck,IR,Subscribers Only
Cody Mauch,TB,OG,Knee,IR,Subscribers Only
Francisco Mauigoa,NYJ,LB,Shoulder,Questionable,Subscribers Only
Michael Mayer,LV,TE,Ankle,Questionable,Subscribers Only
Cade Mays,CAR,C,Ankle,Questionable,Subscribers Only
Luke McCaffrey,WAS,WR,Collarbone,IR,Subscribers Only
Erik McCoy,NO,C,Biceps,IR,Subscribers Only
Nate McCrary,FA,RB,Undisclosed,Questionable,Subscribers Only
Marcelino McCrary-Ball,NYJ,LB,Hamstring,IR,Subscribers Only
Justin McCray,FA,OG,Calf,Questionable,Subscribers Only
Roger McCreary,LAR,CB,Hip,IR,Subscribers Only
Cameron McCutcheon,FA,CB,Undisclosed,Questionable,Subscribers Only
Cade McDonald,FA,WR,Head,Questionable,Subscribers Only
Trent McDuffie,KC,CB,Knee,Questionable,Subscribers Only
Codey McElroy,FA,TE,Foot,Questionable,Subscribers Only
Micah McFadden,NYG,LB,Foot,IR,Subscribers Only
Kaleb McGary,ATL,OT,Leg,IR,Subscribers Only
Cameron McGrone,FA,LB,Achilles,Out,Subscribers Only
Kenny McIntosh,SEA,RB,Knee - ACL,IR,Subscribers Only
Anthony McKinney,FA,OT,Undisclosed,Questionable,Subscribers Only
Tyler McLellan,FA,OT,Undisclosed,Out,Subscribers Only
Jalen McLeod,JAX,LB,Lower Body,IR-R,Subscribers Only
Sherrick McManis,FA,S,Hamstring,Questionable,Subscribers Only
Jalen McMillan,TB,WR,Neck,IR-R,Subscribers Only
Zech McPhearson,FA,CB,Undisclosed,Questionable,Subscribers Only
Tony McRae,FA,CB,Knee,Questionable,Subscribers Only
Nate Meadors,FA,S,Undisclosed,Questionable,Subscribers Only
Montrel Meander,FA,LB,Achilles,Questionable,Subscribers Only
Bub Means,NO,WR,Lower Leg,IR,Subscribers Only
Steven Means,FA,LB,Achilles,Questionable,Subscribers Only
Obi Melifonwu,FA,S,Undisclosed,Questionable,Subscribers Only
Nicolas Melsop,FA,OG,Undisclosed,Questionable,Subscribers Only
Max Melton,ARI,CB,Heel,Questionable,Subscribers Only
Forrest Merrill,FA,DT,Undisclosed,Questionable,Subscribers Only
Ellis Merriweather,FA,RB,Undisclosed,Out,Subscribers Only
DK Metcalf,PIT,WR,Stomach,Questionable,Subscribers Only
Andrew Meyer,MIA,C,Undisclosed,IR-R,Subscribers Only
Kendre Miller,NO,RB,Knee - ACL,IR,Subscribers Only
Kolton Miller,LV,OT,Ankle,IR,Subscribers Only
Rylie Mills,SEA,DT,Knee - ACL,NFI-R,Subscribers Only
Keaton Mitchell,BAL,RB,Knee,Questionable,Subscribers Only
Osirus Mitchell,FA,WR,Quadriceps,Questionable,Subscribers Only
Joe Mixon,HOU,RB,Foot,NFI-R,Subscribers Only
Taquan Mizzell,FA,WR,Undisclosed,Questionable,Subscribers Only
Elijah Molden,LAC,S,Hamstring,Questionable,Subscribers Only
Donte Moncrief,FA,WR,Undisclosed,Questionable,Subscribers Only
Henry Mondeaux,FA,DE,Undisclosed,Questionable,Subscribers Only
Bryan Mone,FA,DT,Knee - ACL,Questionable,Subscribers Only
D.J. Montgomery,IND,WR,Undisclosed,IR,Subscribers Only
David Moore,CAR,WR,Elbow,IR,Subscribers Only
J'Mon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Jaylon Moore,FA,WR,Undisclosed,Questionable,Subscribers Only
Rondale Moore,MIN,WR,Knee,IR,Subscribers Only
T.J. Moore,NYG,CB,Upper Leg,IR,Subscribers Only
Jimmy Moreland,FA,CB,Suspension,Out,Subscribers Only
Wanya Morris,KC,OT,Knee,Out,Subscribers Only
Emmanuel Moseley,FA,CB,Illness,Questionable,Subscribers Only
C.J. Mosley,FA,LB,Neck,Questionable,Subscribers Only
Jordan Mosley,FA,S,Undisclosed,Questionable,Subscribers Only
Zack Moss,FA,RB,Neck,Questionable,Subscribers Only
T.D. Moultry,FA,LB,Undisclosed,Questionable,Subscribers Only
Darius Muasau,NYG,LB,Ankle,IR-R,Subscribers Only
Moose Muhammad,FA,WR,Undisclosed,Questionable,Subscribers Only
Andrew Mukuba,PHI,S,Ankle,IR,Subscribers Only
Gabriel Murphy,FA,LB,Knee,Questionable,Subscribers Only
Kyle Murphy,FA,OG,Ankle,Questionable,Subscribers Only
Sean Murphy-Bunting,ARI,CB,Knee,NFI-R,Subscribers Only
Chris Murray,FA,C,Undisclosed,Questionable,Subscribers Only
Kyler Murray,ARI,QB,Foot,IR,Subscribers Only
Malik Nabers,NYG,WR,Knee - ACL,IR,Subscribers Only
Hamsah Nasirildeen,FA,LB,Neck,Questionable,Subscribers Only
Isaac Nauta,FA,TE,Undisclosed,Questionable,Subscribers Only
Evan Neal,NYG,OG,Hamstring,IR,Subscribers Only
Sharrod Neasman,FA,S,Undisclosed,Questionable,Subscribers Only
Matt Nelson,MIN,OT,Undisclosed,IR,Subscribers Only
Nick Nelson,FA,CB,Undisclosed,Questionable,Subscribers Only
Luke Newman,CHI,OG,Foot,IR,Subscribers Only
Lucas Niang,WAS,OT,Knee - ACL,IR,Subscribers Only
Bilal Nichols,ARI,DT,Knee,Questionable,Subscribers Only
Hardy Nickerson,FA,LB,Concussion,Questionable,Subscribers Only
Nick Niemann,GB,LB,Pectoral,IR,Subscribers Only
David Njoku,CLE,TE,Knee,Questionable,Subscribers Only
Elijah Nkansah,FA,OT,Undisclosed,Questionable,Subscribers Only
Desmond Noel,FA,OG,Undisclosed,Questionable,Subscribers Only
Walter Nolen,ARI,DT,Knee,Questionable,Subscribers Only
Quinn Nordin,FA,K,Undisclosed,Questionable,Subscribers Only
Omarr Norman-Lott,KC,DT,Knee - ACL,IR,Subscribers Only
Jared Norris,FA,LB,Shoulder,Questionable,Subscribers Only
Morice Norris,FA,S,Concussion,Questionable,Subscribers Only
Storm Norton,ATL,OT,Foot,IR,Subscribers Only
Nick O'Leary,FA,TE,Chest,Questionable,Subscribers Only
Leon O'Neal,FA,S,Undisclosed,Questionable,Subscribers Only
Ifeadi Odenigbo,FA,DE,Undisclosed,Questionable,Subscribers Only
Dayo Odeyingbo,CHI,DE,Achilles,IR,Subscribers Only
Chris Odom,FA,DE,Knee - ACL,Questionable,Subscribers Only
Rome Odunze,CHI,WR,Foot,Questionable,Subscribers Only
Azeez Ojulari,PHI,LB,Hamstring,IR,Subscribers Only
Ogbo Okoronkwo,PHI,LB,Triceps,IR,Subscribers Only
Sam Okuayinonu,SF,DE,Ankle,Questionable,Subscribers Only
Jeff Okudah,MIN,CB,Concussion,IR,Subscribers Only
Julian Okwara,FA,DE,Undisclosed,Out,Subscribers Only
Oluwafemi Oladejo,TEN,LB,Leg,IR,Subscribers Only
Jordan Oladokun,LAC,CB,Undisclosed,IR,Subscribers Only
Bryce Oliver,TEN,WR,Knee,IR,Subscribers Only
Collin Oliver,GB,DE,Hamstring,PUP-R,Subscribers Only
Ed Oliver,BUF,DT,Biceps,IR,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Gunner Olszewski,NYG,WR,Concussion,Questionable,Subscribers Only
Levi Onwuzurike,DET,DT,Knee - ACL,PUP-R,Subscribers Only
David Onyemata,ATL,DT,Foot,Questionable,Subscribers Only
Anfernee Orji,TEN,LB,Knee - ACL,IR,Subscribers Only
Justin Osborne,CLE,C,Undisclosed,IR,Subscribers Only
Joseph Ossai,CIN,DE,Shin,Questionable,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
Cade Otton,TB,TE,Knee,Questionable,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
Wande Owens,BUF,S,Undisclosed,IR,Subscribers Only
Jeremiah Owusu-Koramoah,CLE,LB,Neck,PUP-R,Subscribers Only
Joshua Palmer,BUF,WR,Knee,Questionable,Subscribers Only
Trey Palmer,NO,WR,Ankle,IR,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
Donald Parham,PIT,TE,Achilles,IR,Subscribers Only
Roman Parodie,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Paschal,DET,DE,Back,NFI-R,Subscribers Only
Matt Peart,DEN,OG,Knee,IR,Subscribers Only
Andrus Peat,PIT,OT,Concussion,Questionable,Subscribers Only
Josh Pederson,FA,TE,Ankle,Questionable,Subscribers Only
Michael Penix,ATL,QB,Knee - ACL,IR,Subscribers Only
David Perales,FA,LB,Knee - MCL,Questionable,Subscribers Only
Jordan Perryman,FA,CB,Undisclosed,Questionable,Subscribers Only
Tautala Pesefea,FA,DT,Undisclosed,Questionable,Subscribers Only
Jordan Petaia,FA,TE,Undisclosed,Questionable,Subscribers Only
Shaun Peterson,FA,LB,Undisclosed,Questionable,Subscribers Only
Clark Phillips,ATL,CB,Triceps,IR,Subscribers Only
Jacob Phillips,IND,LB,Biceps,IR,Subscribers Only
Nathan Pickering,FA,DT,Undisclosed,Questionable,Subscribers Only
Alec Pierce,IND,WR,Undisclosed,Questionable,Subscribers Only
Michael Pierce,BAL,DT,Undisclosed,Reserve-Ret,Subscribers Only
Kevin Pierre-Louis,FA,LB,Groin,Questionable,Subscribers Only
Brandon Pili,SEA,DT,Knee,Questionable,Subscribers Only
Eddy Pineiro,SF,K,Hamstring,Questionable,Subscribers Only
Jared Pinkney,FA,TE,Undisclosed,Questionable,Subscribers Only
Trey Pipkins,LAC,OT,Ankle,Questionable,Subscribers Only
Kyle Pitts,ATL,TE,Knee,Questionable,Subscribers Only
Thyrick Pitts,FA,WR,Undisclosed,Questionable,Subscribers Only
Mason Pline,NO,TE,Upper Body,IR,Subscribers Only
Ethan Pocic,CLE,C,Achilles,IR,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Ja'Lynn Polk,NO,WR,Shoulder,IR,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Ben Powers,DEN,OG,Biceps,IR,Subscribers Only
Jackson Powers-Johnson,LV,OG,Ankle,IR,Subscribers Only
Michael Pratt,FA,QB,Back,Questionable,Subscribers Only
Deneric Prince,NE,RB,Undisclosed,IR,Subscribers Only
Isaiah Prince,FA,OT,Knee,Questionable,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Layne Pryor,FA,TE,Undisclosed,Out,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Kevin Rader,FA,TE,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
Reggie Ragland,FA,LB,Shoulder,Questionable,Subscribers Only
Frank Ragnow,DET,C,Hamstring,Reserve-Ret,Subscribers Only
Ennis Rakestraw,DET,CB,Shoulder,IR,Subscribers Only
Charleston Rambo,FA,WR,Undisclosed,Questionable,Subscribers Only
Ryan Ramczyk,NO,OT,Undisclosed,Reserve-Ret,Subscribers Only
Keith Randolph,FA,DT,Undisclosed,Questionable,Subscribers Only
Caleb Ransaw,JAX,S,Lower Body,IR,Subscribers Only
Lathan Ransom,CAR,S,Thumb,Questionable,Subscribers Only
Taylor Rapp,BUF,S,Knee,IR,Subscribers Only
Wyatt Ray,FA,LB,Undisclosed,Questionable,Subscribers Only
Kalif Raymond,DET,WR,Ankle,Questionable,Subscribers Only
Haason Reddick,TB,LB,Ankle,Questionable,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
Jaylen Reed,HOU,S,Forearm,IR,Subscribers Only
Joe Reed,FA,WR,Undisclosed,Questionable,Subscribers Only
Louis Rees-Zammit,FA,WR,Lower Back,Questionable,Subscribers Only
Justin Reid,NO,S,Knee,Questionable,Subscribers Only
Karene Reid,DEN,LB,Hamstring,IR,Subscribers Only
Trevor Reid,FA,OT,Undisclosed,Questionable,Subscribers Only
Winston Reid,CLE,LB,Back,IR-R,Subscribers Only
Riley Reiff,FA,OG,Knee,Questionable,Subscribers Only
Tip Reiman,ARI,TE,Ankle,IR,Subscribers Only
Nikko Remigio,KC,WR,Shoulder,Questionable,Subscribers Only
Xavier Restrepo,FA,WR,Ankle,Questionable,Subscribers Only
Josh Reynolds,NYJ,WR,Hip,IR,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Asim Richards,NO,OT,Ankle,Questionable,Subscribers Only
Anthony Richardson,IND,QB,Orbital,IR,Subscribers Only
Hassan Ridgeway,FA,DT,Achilles,Questionable,Subscribers Only
Calvin Ridley,TEN,WR,Lower Leg,IR,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Marcus Riley,FA,WR,Undisclosed,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
J.J. Roberts,TB,S,Knee,IR,Subscribers Only
Sam Roberts,ATL,DT,Knee,IR,Subscribers Only
Kye Robichaux,DET,RB,Undisclosed,IR,Subscribers Only
Aaron Robinson,FA,CB,Knee - ACL + MCL,Questionable,Subscribers Only
Jakob Robinson,SF,CB,Forearm,IR,Subscribers Only
Janarius Robinson,KC,DE,Foot,IR,Subscribers Only
Keilan Robinson,FA,RB,Undisclosed,Out,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Tavius Robinson,BAL,LB,Foot,IR-R,Subscribers Only
Tayvion Robinson,FA,WR,Undisclosed,Questionable,Subscribers Only
Quincy Roche,FA,LB,Undisclosed,Questionable,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Richard Rodgers,FA,TE,Knee,Questionable,Subscribers Only
Levi Drake Rodriguez,MIN,DT,Neck,Questionable,Subscribers Only
Armani Rogers,FA,TE,Achilles,Questionable,Subscribers Only
Eric Rogers,LAC,CB,Undisclosed,IR,Subscribers Only
Christian Roland-Wallace,KC,CB,Back,IR,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
John Ross,FA,WR,Undisclosed,Questionable,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Kurtis Rourke,SF,QB,Knee,NFI-R,Subscribers Only
Jaquelin Roy,NE,DT,Undisclosed,IR,Subscribers Only
Christian Rozeboom,CAR,LB,Hip,Questionable,Subscribers Only
Wayne Ruby,FA,WR,Undisclosed,Questionable,Subscribers Only
Trey Rucker,FA,S,Undisclosed,Questionable,Subscribers Only
J.J. Russell,ARI,LB,Concussion,IR,Subscribers Only
Nick Saldiveri,NO,OG,Knee,IR,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Curtis Samuel,BUF,WR,Elbow,IR,Subscribers Only
Jack Sanborn,DAL,LB,Groin,IR,Subscribers Only
Drew Sanders,DEN,LB,Foot,IR-R,Subscribers Only
Jason Sanders,MIA,K,Hip,IR-R,Subscribers Only
Miles Sanders,DAL,RB,Knee,IR,Subscribers Only
Eric Saubert,SEA,TE,Calf,IR,Subscribers Only
DJ Scaife,FA,OT,Leg,Questionable,Subscribers Only
Max Scharping,PIT,OG,Knee,IR,Subscribers Only
Sam Schlueter,FA,OT,Illness,Questionable,Subscribers Only
Brenden Schooler,NE,S,Ankle,Questionable,Subscribers Only
Anthony Schwartz,FA,WR,Knee,Questionable,Subscribers Only
Wes Schweitzer,NE,C,Undisclosed,Reserve-Ret,Subscribers Only
Daniel Scott,IND,S,Knee,IR,Subscribers Only
Eric Scott,KC,CB,Undisclosed,IR,Subscribers Only
Ricky Seals-Jones,FA,TE,Foot,Questionable,Subscribers Only
Valentin Senn,ARI,OT,Undisclosed,IR,Subscribers Only
Tim Settle,HOU,DT,Foot,IR,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Tajae Sharpe,FA,WR,Undisclosed,Questionable,Subscribers Only
Kendall Sheffield,FA,CB,Undisclosed,Out,Subscribers Only
Tyler Shelvin,FA,DT,Undisclosed,Questionable,Subscribers Only
Darrius Shepherd,FA,WR,Undisclosed,Questionable,Subscribers Only
Dakoda Shepley,FA,OG,Ankle,Questionable,Subscribers Only
Spencer Shrader,IND,K,Knee - ACL + MCL,IR,Subscribers Only
Josh Simmons,KC,OT,Wrist,IR,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Questionable,Subscribers Only
Marcus Simms,FA,WR,Undisclosed,Questionable,Subscribers Only
Cam Sims,FA,WR,Undisclosed,Questionable,Subscribers Only
Cam Skattebo,NYG,RB,Ankle,IR,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Jacob Slade,PIT,DT,Undisclosed,IR,Subscribers Only
Rashawn Slater,LAC,OT,Kneecap,IR,Subscribers Only
Darius Slay,BUF,CB,Personal,Reserve-DNR,Subscribers Only
Ryan Smenda,FA,LB,Undisclosed,Questionable,Subscribers Only
Braden Smith,IND,OT,Concussion,Questionable,Subscribers Only
Cam Smith,FA,CB,Undisclosed,Questionable,Subscribers Only
Elerson Smith,CLE,DE,Undisclosed,Reserve-Ret,Subscribers Only
Geno Smith,LV,QB,Shoulder,Questionable,Subscribers Only
Irv Smith,FA,TE,Ankle,Questionable,Subscribers Only
Jaden Smith,TB,WR,Undisclosed,IR,Subscribers Only
Jaylin Smith,HOU,CB,Undisclosed,IR,Subscribers Only
Jeff Smith,FA,WR,Undisclosed,Questionable,Subscribers Only
Keith Smith,FA,FB,Ankle,Questionable,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Shi Smith,FA,WR,Suspension,Reserve-Sus,Subscribers Only
Terell Smith,CHI,CB,Knee,IR,Subscribers Only
Trey Smith,KC,OG,Ankle,Questionable,Subscribers Only
Tykee Smith,TB,S,Neck,Questionable,Subscribers Only
Tyler Smith,FA,OT,Undisclosed,Questionable,Subscribers Only
Za'Darius Smith,PHI,DE,Undisclosed,Reserve-Ret,Subscribers Only
James Smith-Williams,FA,LB,Lower Leg,Questionable,Subscribers Only
L'Jarius Sneed,TEN,CB,Quadriceps,IR,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Colby Sorsdal,DET,OT,Leg,IR,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
DeAndre Square,FA,LB,Undisclosed,Questionable,Subscribers Only
Equanimeous St. Brown,FA,WR,Foot,Questionable,Subscribers Only
Taylor Stallworth,FA,DT,Undisclosed,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Rory Starkey,FA,WR,Calf,Questionable,Subscribers Only
Wesley Steiner,FA,FB,Undisclosed,Questionable,Subscribers Only
John Stephens,FA,TE,Undisclosed,Questionable,Subscribers Only
Markese Stepp,FA,RB,Undisclosed,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Tyrique Stevenson,CHI,CB,Hip,Questionable,Subscribers Only
M.J. Stewart,HOU,S,Quadriceps,IR,Subscribers Only
Shemar Stewart,CIN,DE,Knee,IR,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Greg Stroman,FA,CB,Shin,Questionable,Subscribers Only
Ricky Stromberg,FA,C,Undisclosed,Out,Subscribers Only
Dorian Strong,BUF,CB,Neck,IR,Subscribers Only
Stephen Sullivan,FA,TE,Knee,Out,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Jalen Sundell,SEA,C,Knee,IR,Subscribers Only
Chazz Surratt,SEA,LB,Ankle,IR,Subscribers Only
Sage Surratt,FA,TE,Ankle,Questionable,Subscribers Only
Keaton Sutherland,FA,OG,Undisclosed,Questionable,Subscribers Only
Geoff Swaim,FA,TE,Concussion,Questionable,Subscribers Only
Freddie Swain,FA,WR,Undisclosed,Questionable,Subscribers Only
Jordan Swann,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommy Sweeney,FA,TE,Undisclosed,Out,Subscribers Only
Ryan Swoboda,FA,OT,Undisclosed,Questionable,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Marcus Tate,FA,OG,Undisclosed,Questionable,Subscribers Only
